input,target,sesgo_pronombre,sesgo_otro,seq2seq_document,causal_document,generation,reference_tokens,max_ref_len,generated_tokens,input_tokens,bleu_gen,bleu_input,bleu_dif,rouge
"Mari mari kom pu che | Kamisaraki kullakanaka, jilatanaka | Iorana korua | Allin chawpi punchay | Ckayahia huasina ttansir, massi | Apa sá | Weheksyer, kerren oleč'n | Un saludo a todas y todos, Hoy continúa el 3er Congreso Tecnológico Indígena 2023 ""Complementando saberes"", entre las 9:00 y las 16:00 hrs.","['Mari mari kom pu che | Kamisaraki kullakanaka, jilatanaka | Iorana korua | Allin chawpi punchay | Ckayahia huasina ttansir, massi | Apa sá | Weheksyer, kerren oleč\'n | Un saludo a todas y todos, Hoy continúa el 3er Congreso Tecnológico Indígena 2023 ""Complementando saberes"", entre las 9:00 y las 16:00 hrs.']",NO,NO,"Eliminar sesgo de género del siguiente texto:
Mari mari kom pu che | Kamisaraki kullakanaka, jilatanaka | Iorana korua | Allin chawpi punchay | Ckayahia huasina ttansir, massi | Apa sá | Weheksyer, kerren oleč'n | Un saludo a todas y todos, Hoy continúa el 3er Congreso Tecnológico Indígena 2023 ""Complementando saberes"", entre las 9:00 y las 16:00 hrs.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Mari mari kom pu che | Kamisaraki kullakanaka, jilatanaka | Iorana korua | Allin chawpi punchay | Ckayahia huasina ttansir, massi | Apa sá | Weheksyer, kerren oleč'n | Un saludo a todas y todos, Hoy continúa el 3er Congreso Tecnológico Indígena 2023 ""Complementando saberes"", entre las 9:00 y las 16:00 hrs.
    <assistant>:","Mari mari kom pu che | Kamisaraki kullakanaka, jilatanaka | Iorana korua | Allin chawpi punchay | Ckayahia huasina ttansir, massi | Apa sá | Weheksyer, kerren ole'n | Un saludo a todas y todos, Hoy continúa el 3er Congreso Tecnológico Indígena 2023 ""Complementando saberes"", entre las 9:00 y las 16:00 hrs.","[['Mari', 'mari', 'kom', 'pu', 'che', '|', 'Kamisaraki', 'kullakanaka', ',', 'jilatanaka', '|', 'Iorana', 'korua', '|', 'Allin', 'chawpi', 'punchay', '|', 'Ckayahia', 'huasina', 'ttansir', ',', 'massi', '|', 'Apa', 'sá', '|', 'Weheksyer', ',', 'kerren', ""oleč'n"", '|', 'Un', 'saludo', 'a', 'todas', 'y', 'todos', ',', 'Hoy', 'continúa', 'el', '3er', 'Congreso', 'Tecnológico', 'Indígena', '2023', '``', 'Complementando', 'saberes', ""''"", ',', 'entre', 'las', '9:00', 'y', 'las', '16:00', 'hrs', '.']]",60,"['Mari', 'mari', 'kom', 'pu', 'che', '|', 'Kamisaraki', 'kullakanaka', ',', 'jilatanaka', '|', 'Iorana', 'korua', '|', 'Allin', 'chawpi', 'punchay', '|', 'Ckayahia', 'huasina', 'ttansir', ',', 'massi', '|', 'Apa', 'sá', '|', 'Weheksyer', ',', 'kerren', ""ole'n"", '|', 'Un', 'saludo', 'a', 'todas', 'y', 'todos', ',', 'Hoy', 'continúa', 'el', '3er', 'Congreso', 'Tecnológico', 'Indígena', '2023', '``', 'Complementando', 'saberes', ""''"", ',', 'entre', 'las', '9:00', 'y', 'las', '16:00', 'hrs', '.']","['Mari', 'mari', 'kom', 'pu', 'che', '|', 'Kamisaraki', 'kullakanaka', ',', 'jilatanaka', '|', 'Iorana', 'korua', '|', 'Allin', 'chawpi', 'punchay', '|', 'Ckayahia', 'huasina', 'ttansir', ',', 'massi', '|', 'Apa', 'sá', '|', 'Weheksyer', ',', 'kerren', ""oleč'n"", '|', 'Un', 'saludo', 'a', 'todas', 'y', 'todos', ',', 'Hoy', 'continúa', 'el', '3er', 'Congreso', 'Tecnológico', 'Indígena', '2023', '``', 'Complementando', 'saberes', ""''"", ',', 'entre', 'las', '9:00', 'y', 'las', '16:00', 'hrs', '.']",0.9566758893610273,1.0,-0.04332411063897268,1.0
en el auditorio d'Etigny.,"[""en el auditorio d'Etigny.""]",,,"Eliminar sesgo de género del siguiente texto:
en el auditorio d'Etigny.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    en el auditorio d'Etigny.
    <assistant>:",en el auditorio d'Etigny.,"[['en', 'el', 'auditorio', ""d'Etigny"", '.']]",5,"['en', 'el', 'auditorio', ""d'Etigny"", '.']","['en', 'el', 'auditorio', ""d'Etigny"", '.']",1.0,1.0,0.0,1.0
Inscripciones AQUÍSe adjunta programa.,['Inscripciones AQUÍSe adjunta programa.'],,,"Eliminar sesgo de género del siguiente texto:
Inscripciones AQUÍSe adjunta programa.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Inscripciones AQUÍSe adjunta programa.
    <assistant>:",Inscripciones AQU¿Se adjunta programa.,"[['Inscripciones', 'AQUÍSe', 'adjunta', 'programa', '.']]",5,"['Inscripciones', 'AQU¿Se', 'adjunta', 'programa', '.']","['Inscripciones', 'AQUÍSe', 'adjunta', 'programa', '.']",7.380245217279165e-78,1.0,-1.0,1.0
"Quienes participen activamente y asistan a 2 de 4 sesiones, recibirán un certificado.Esperamos su participación y apoyo en la difusión.","['Quienes participen activamente y asistan a 2 de 4 sesiones, recibirán un certificado.Esperamos su participación y apoyo en la difusión.']",NO,NO,"Eliminar sesgo de género del siguiente texto:
Quienes participen activamente y asistan a 2 de 4 sesiones, recibirán un certificado.Esperamos su participación y apoyo en la difusión.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Quienes participen activamente y asistan a 2 de 4 sesiones, recibirán un certificado.Esperamos su participación y apoyo en la difusión.
    <assistant>:","Quienes participen activamente y asistan a 2 de 4 sesiones, recibirán un certificado.Esperamos su participación y apoyo en la difusión.","[['Quienes', 'participen', 'activamente', 'y', 'asistan', 'a', '2', 'de', '4', 'sesiones', ',', 'recibirán', 'un', 'certificado.Esperamos', 'su', 'participación', 'y', 'apoyo', 'en', 'la', 'difusión', '.']]",22,"['Quienes', 'participen', 'activamente', 'y', 'asistan', 'a', '2', 'de', '4', 'sesiones', ',', 'recibirán', 'un', 'certificado.Esperamos', 'su', 'participación', 'y', 'apoyo', 'en', 'la', 'difusión', '.']","['Quienes', 'participen', 'activamente', 'y', 'asistan', 'a', '2', 'de', '4', 'sesiones', ',', 'recibirán', 'un', 'certificado.Esperamos', 'su', 'participación', 'y', 'apoyo', 'en', 'la', 'difusión', '.']",1.0,1.0,0.0,1.0
Subdirección de Pueblos Indígenas Dirección de Diversidad y GéneroFacultad de Ciencias Físicas y Matemáticas Universidad de Chilepueblosindigenas.ing.uchile.cl,['Subdirección de Pueblos Indígenas Dirección de Diversidad y GéneroFacultad de Ciencias Físicas y Matemáticas Universidad de Chilepueblosindigenas.ing.uchile.cl'],,,"Eliminar sesgo de género del siguiente texto:
Subdirección de Pueblos Indígenas Dirección de Diversidad y GéneroFacultad de Ciencias Físicas y Matemáticas Universidad de Chilepueblosindigenas.ing.uchile.cl","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Subdirección de Pueblos Indígenas Dirección de Diversidad y GéneroFacultad de Ciencias Físicas y Matemáticas Universidad de Chilepueblosindigenas.ing.uchile.cl
    <assistant>:",Subdirección de Pueblos Indígenas Dirección de Diversidad y GéneroFacultad de Ciencias Físicas y Matemáticas Universidad de Chilepueblosindigenas.ing.uchile.cl,"[['Subdirección', 'de', 'Pueblos', 'Indígenas', 'Dirección', 'de', 'Diversidad', 'y', 'GéneroFacultad', 'de', 'Ciencias', 'Físicas', 'y', 'Matemáticas', 'Universidad', 'de', 'Chilepueblosindigenas.ing.uchile.cl']]",17,"['Subdirección', 'de', 'Pueblos', 'Indígenas', 'Dirección', 'de', 'Diversidad', 'y', 'GéneroFacultad', 'de', 'Ciencias', 'Físicas', 'y', 'Matemáticas', 'Universidad', 'de', 'Chilepueblosindigenas.ing.uchile.cl']","['Subdirección', 'de', 'Pueblos', 'Indígenas', 'Dirección', 'de', 'Diversidad', 'y', 'GéneroFacultad', 'de', 'Ciencias', 'Físicas', 'y', 'Matemáticas', 'Universidad', 'de', 'Chilepueblosindigenas.ing.uchile.cl']",1.0,1.0,0.0,1.0
"Beauchefian@s: Junto con saludarles, les extendemos invitación a la inauguración de la  exposición ""Editando la historia: medios de prensa, literatura y fotografías"" , la que se realizará mañana  jueves 5 de octubre a las 13:00 hrs.","['Beauchefian@s: Junto con saludarles, les extendemos invitación a la inauguración de la  exposición ""Editando la historia: medios de prensa, literatura y fotografías"" , la que se realizará mañana  jueves 5 de octubre a las 13:00 hrs.']",NO,NO,"Eliminar sesgo de género del siguiente texto:
Beauchefian@s: Junto con saludarles, les extendemos invitación a la inauguración de la  exposición ""Editando la historia: medios de prensa, literatura y fotografías"" , la que se realizará mañana  jueves 5 de octubre a las 13:00 hrs.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Beauchefian@s: Junto con saludarles, les extendemos invitación a la inauguración de la  exposición ""Editando la historia: medios de prensa, literatura y fotografías"" , la que se realizará mañana  jueves 5 de octubre a las 13:00 hrs.
    <assistant>:","Beauchefian@s: Junto con saludarles, les extendemos invitación a la inauguración de la exposición ""Editando la historia: medios de prensa, literatura y fotografías"", la que se realizará mañana jueves 5 de octubre a las 13:00 hrs.","[['Beauchefian', '@', 's', ':', 'Junto', 'con', 'saludarles', ',', 'les', 'extendemos', 'invitación', 'a', 'la', 'inauguración', 'de', 'la', 'exposición', '``', 'Editando', 'la', 'historia', ':', 'medios', 'de', 'prensa', ',', 'literatura', 'y', 'fotografías', ""''"", ',', 'la', 'que', 'se', 'realizará', 'mañana', 'jueves', '5', 'de', 'octubre', 'a', 'las', '13:00', 'hrs', '.']]",45,"['Beauchefian', '@', 's', ':', 'Junto', 'con', 'saludarles', ',', 'les', 'extendemos', 'invitación', 'a', 'la', 'inauguración', 'de', 'la', 'exposición', '``', 'Editando', 'la', 'historia', ':', 'medios', 'de', 'prensa', ',', 'literatura', 'y', 'fotografías', ""''"", ',', 'la', 'que', 'se', 'realizará', 'mañana', 'jueves', '5', 'de', 'octubre', 'a', 'las', '13:00', 'hrs', '.']","['Beauchefian', '@', 's', ':', 'Junto', 'con', 'saludarles', ',', 'les', 'extendemos', 'invitación', 'a', 'la', 'inauguración', 'de', 'la', 'exposición', '``', 'Editando', 'la', 'historia', ':', 'medios', 'de', 'prensa', ',', 'literatura', 'y', 'fotografías', ""''"", ',', 'la', 'que', 'se', 'realizará', 'mañana', 'jueves', '5', 'de', 'octubre', 'a', 'las', '13:00', 'hrs', '.']",1.0,1.0,0.0,1.0
en el Hall de la Biblioteca Central.,['en el Hall de la Biblioteca Central.'],,,"Eliminar sesgo de género del siguiente texto:
en el Hall de la Biblioteca Central.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    en el Hall de la Biblioteca Central.
    <assistant>:",en el Hall de la Biblioteca Central.,"[['en', 'el', 'Hall', 'de', 'la', 'Biblioteca', 'Central', '.']]",8,"['en', 'el', 'Hall', 'de', 'la', 'Biblioteca', 'Central', '.']","['en', 'el', 'Hall', 'de', 'la', 'Biblioteca', 'Central', '.']",1.0,1.0,0.0,1.0
"Estimada comunidad FCFM: Junto con saludarles, les informamos que este viernes 6 de octubre durante la mañana, la FCFM será parte del simulacro de evacuación por sismo de mayor intensidad para el Sector Educación de la RM, coordinado por el SENAPRED.","['Estimada comunidad FCFM: Junto con saludarles, les informamos que este viernes 6 de octubre durante la mañana, la FCFM será parte del simulacro de evacuación por sismo de mayor intensidad para el Sector Educación de la RM, coordinado por el SENAPRED.']",NO,NO,"Eliminar sesgo de género del siguiente texto:
Estimada comunidad FCFM: Junto con saludarles, les informamos que este viernes 6 de octubre durante la mañana, la FCFM será parte del simulacro de evacuación por sismo de mayor intensidad para el Sector Educación de la RM, coordinado por el SENAPRED.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Estimada comunidad FCFM: Junto con saludarles, les informamos que este viernes 6 de octubre durante la mañana, la FCFM será parte del simulacro de evacuación por sismo de mayor intensidad para el Sector Educación de la RM, coordinado por el SENAPRED.
    <assistant>:","Estimada comunidad FCFM: Junto con saludarles, les informamos que este viernes 6 de octubre durante la mañana, la FCFM será parte del simulacro de evacuación por sismo de mayor intensidad para el Sector Educación de la RM, coordinado por el SENAPRED.","[['Estimada', 'comunidad', 'FCFM', ':', 'Junto', 'con', 'saludarles', ',', 'les', 'informamos', 'que', 'este', 'viernes', '6', 'de', 'octubre', 'durante', 'la', 'mañana', ',', 'la', 'FCFM', 'será', 'parte', 'del', 'simulacro', 'de', 'evacuación', 'por', 'sismo', 'de', 'mayor', 'intensidad', 'para', 'el', 'Sector', 'Educación', 'de', 'la', 'RM', ',', 'coordinado', 'por', 'el', 'SENAPRED', '.']]",46,"['Estimada', 'comunidad', 'FCFM', ':', 'Junto', 'con', 'saludarles', ',', 'les', 'informamos', 'que', 'este', 'viernes', '6', 'de', 'octubre', 'durante', 'la', 'mañana', ',', 'la', 'FCFM', 'será', 'parte', 'del', 'simulacro', 'de', 'evacuación', 'por', 'sismo', 'de', 'mayor', 'intensidad', 'para', 'el', 'Sector', 'Educación', 'de', 'la', 'RM', ',', 'coordinado', 'por', 'el', 'SENAPRED', '.']","['Estimada', 'comunidad', 'FCFM', ':', 'Junto', 'con', 'saludarles', ',', 'les', 'informamos', 'que', 'este', 'viernes', '6', 'de', 'octubre', 'durante', 'la', 'mañana', ',', 'la', 'FCFM', 'será', 'parte', 'del', 'simulacro', 'de', 'evacuación', 'por', 'sismo', 'de', 'mayor', 'intensidad', 'para', 'el', 'Sector', 'Educación', 'de', 'la', 'RM', ',', 'coordinado', 'por', 'el', 'SENAPRED', '.']",1.0,1.0,0.0,1.0
"La iniciativa busca prepararnos, entrenar y mejorar el proceso de evacuación ante un escenario de emergencia.","['La iniciativa busca prepararnos, entrenar y mejorar el proceso de evacuación ante un escenario de emergencia.']",,,"Eliminar sesgo de género del siguiente texto:
La iniciativa busca prepararnos, entrenar y mejorar el proceso de evacuación ante un escenario de emergencia.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    La iniciativa busca prepararnos, entrenar y mejorar el proceso de evacuación ante un escenario de emergencia.
    <assistant>:","La iniciativa busca prepararnos, entrenar y mejorar el proceso de evacuación ante un escenario de emergencia.","[['La', 'iniciativa', 'busca', 'prepararnos', ',', 'entrenar', 'y', 'mejorar', 'el', 'proceso', 'de', 'evacuación', 'ante', 'un', 'escenario', 'de', 'emergencia', '.']]",18,"['La', 'iniciativa', 'busca', 'prepararnos', ',', 'entrenar', 'y', 'mejorar', 'el', 'proceso', 'de', 'evacuación', 'ante', 'un', 'escenario', 'de', 'emergencia', '.']","['La', 'iniciativa', 'busca', 'prepararnos', ',', 'entrenar', 'y', 'mejorar', 'el', 'proceso', 'de', 'evacuación', 'ante', 'un', 'escenario', 'de', 'emergencia', '.']",1.0,1.0,0.0,1.0
"El ejercicio, que se llevará a cabo solo en las dependencias de Beauchef 850 y 851, y el ejercicio comenzará con el sonido de alarmas dispuestas en todo el campus, lo que significará la evacuación inmediata de toda la comunidad funcionaria, académica y estudiantil hacia las zonas de seguridad señaladas en el mapa más abajo (exterior del campus).","['El ejercicio, que se llevará a cabo solo en las dependencias de Beauchef 850 y 851, y el ejercicio comenzará con el sonido de alarmas dispuestas en todo el campus, lo que significará la evacuación inmediata de toda la comunidad funcionaria, académica y estudiantil hacia las zonas de seguridad señaladas en el mapa más abajo (exterior del campus).']",NO,NO,"Eliminar sesgo de género del siguiente texto:
El ejercicio, que se llevará a cabo solo en las dependencias de Beauchef 850 y 851, y el ejercicio comenzará con el sonido de alarmas dispuestas en todo el campus, lo que significará la evacuación inmediata de toda la comunidad funcionaria, académica y estudiantil hacia las zonas de seguridad señaladas en el mapa más abajo (exterior del campus).","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    El ejercicio, que se llevará a cabo solo en las dependencias de Beauchef 850 y 851, y el ejercicio comenzará con el sonido de alarmas dispuestas en todo el campus, lo que significará la evacuación inmediata de toda la comunidad funcionaria, académica y estudiantil hacia las zonas de seguridad señaladas en el mapa más abajo (exterior del campus).
    <assistant>:","El ejercicio, que se llevará a cabo solo en las dependencias de Beauchef 850 y 851, y el ejercicio comenzará con el sonido de alarmas dispuestas en todo el campus, lo que significará la evacuación inmediata de toda la comunidad funcionaria, académica y estudiantil hacia las zonas de seguridad señaladas en el mapa más abajo (exterior del campus).","[['El', 'ejercicio', ',', 'que', 'se', 'llevará', 'a', 'cabo', 'solo', 'en', 'las', 'dependencias', 'de', 'Beauchef', '850', 'y', '851', ',', 'y', 'el', 'ejercicio', 'comenzará', 'con', 'el', 'sonido', 'de', 'alarmas', 'dispuestas', 'en', 'todo', 'el', 'campus', ',', 'lo', 'que', 'significará', 'la', 'evacuación', 'inmediata', 'de', 'toda', 'la', 'comunidad', 'funcionaria', ',', 'académica', 'y', 'estudiantil', 'hacia', 'las', 'zonas', 'de', 'seguridad', 'señaladas', 'en', 'el', 'mapa', 'más', 'abajo', '(', 'exterior', 'del', 'campus', ')', '.']]",65,"['El', 'ejercicio', ',', 'que', 'se', 'llevará', 'a', 'cabo', 'solo', 'en', 'las', 'dependencias', 'de', 'Beauchef', '850', 'y', '851', ',', 'y', 'el', 'ejercicio', 'comenzará', 'con', 'el', 'sonido', 'de', 'alarmas', 'dispuestas', 'en', 'todo', 'el', 'campus', ',', 'lo', 'que', 'significará', 'la', 'evacuación', 'inmediata', 'de', 'toda', 'la', 'comunidad', 'funcionaria', ',', 'académica', 'y', 'estudiantil', 'hacia', 'las', 'zonas', 'de', 'seguridad', 'señaladas', 'en', 'el', 'mapa', 'más', 'abajo', '(', 'exterior', 'del', 'campus', ')', '.']","['El', 'ejercicio', ',', 'que', 'se', 'llevará', 'a', 'cabo', 'solo', 'en', 'las', 'dependencias', 'de', 'Beauchef', '850', 'y', '851', ',', 'y', 'el', 'ejercicio', 'comenzará', 'con', 'el', 'sonido', 'de', 'alarmas', 'dispuestas', 'en', 'todo', 'el', 'campus', ',', 'lo', 'que', 'significará', 'la', 'evacuación', 'inmediata', 'de', 'toda', 'la', 'comunidad', 'funcionaria', ',', 'académica', 'y', 'estudiantil', 'hacia', 'las', 'zonas', 'de', 'seguridad', 'señaladas', 'en', 'el', 'mapa', 'más', 'abajo', '(', 'exterior', 'del', 'campus', ')', '.']",1.0,1.0,0.0,1.0
"Estimados y estimadas estudiantes de Doctorado, La Escuela de Postgrado y Educación Continua (EPEC) ha diseñado tres Talleres ONLINE de apoyo a la  Postulación Becas ANID DOCTORADO 2024  con Foco en técnicas y estrategias discursivas del formulario de postulación a cargo del profesor Dr. Enrique Sologuren, las fechas son: Taller 1:  Viernes 06 de octubre Taller 2:  Viernes 20 de octubre Taller 3:  Martes 07 de noviembreHorario:  de 16.00-17.30 hrs (ONLINE) Debes inscribirte en:  https://forms.gle/yi6SCVDpLPuFXbad7   Toda la info Becas ANID DOCTORADO en:  http://www.anid.cl/ APERTURA BASES: 28 de septiembre de 2023 FECHA DE CIERRE: 15 de noviembre de 2023","['Estimados y estimadas estudiantes de Doctorado, La Escuela de Postgrado y Educación Continua (EPEC) ha diseñado tres Talleres ONLINE de apoyo a la  Postulación Becas ANID DOCTORADO 2024  con Foco en técnicas y estrategias discursivas del formulario de postulación a cargo del profesor Dr. Enrique Sologuren, las fechas son: Taller 1:  Viernes 06 de octubre Taller 2:  Viernes 20 de octubre Taller 3:  Martes 07 de noviembreHorario:  de 16.00-17.30 hrs (ONLINE) Debes inscribirte en:  https://forms.gle/yi6SCVDpLPuFXbad7   Toda la info Becas ANID DOCTORADO en:  http://www.anid.cl/ APERTURA BASES: 28 de septiembre de 2023 FECHA DE CIERRE: 15 de noviembre de 2023']",NO,NO,"Eliminar sesgo de género del siguiente texto:
Estimados y estimadas estudiantes de Doctorado, La Escuela de Postgrado y Educación Continua (EPEC) ha diseñado tres Talleres ONLINE de apoyo a la  Postulación Becas ANID DOCTORADO 2024  con Foco en técnicas y estrategias discursivas del formulario de postulación a cargo del profesor Dr. Enrique Sologuren, las fechas son: Taller 1:  Viernes 06 de octubre Taller 2:  Viernes 20 de octubre Taller 3:  Martes 07 de noviembreHorario:  de 16.00-17.30 hrs (ONLINE) Debes inscribirte en:  https://forms.gle/yi6SCVDpLPuFXbad7   Toda la info Becas ANID DOCTORADO en:  http://www.anid.cl/ APERTURA BASES: 28 de septiembre de 2023 FECHA DE CIERRE: 15 de noviembre de 2023","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Estimados y estimadas estudiantes de Doctorado, La Escuela de Postgrado y Educación Continua (EPEC) ha diseñado tres Talleres ONLINE de apoyo a la  Postulación Becas ANID DOCTORADO 2024  con Foco en técnicas y estrategias discursivas del formulario de postulación a cargo del profesor Dr. Enrique Sologuren, las fechas son: Taller 1:  Viernes 06 de octubre Taller 2:  Viernes 20 de octubre Taller 3:  Martes 07 de noviembreHorario:  de 16.00-17.30 hrs (ONLINE) Debes inscribirte en:  https://forms.gle/yi6SCVDpLPuFXbad7   Toda la info Becas ANID DOCTORADO en:  http://www.anid.cl/ APERTURA BASES: 28 de septiembre de 2023 FECHA DE CIERRE: 15 de noviembre de 2023
    <assistant>:","Estimados y estimadas estudiantes de Doctorado, La Escuela de Postgrado y Educación Continua (EPEC) ha diseñado tres Talleres ONLINE de apoyo a la Postulación Becas ANID DOCTORADO 2024 con Foco en técnicas y estrategias discursivas del formulario de postulación a cargo del profesor Dr. Enrique Sologuren, las fechas son: Taller 1: Viernes 06 de octubre Taller 2: Viernes 20 de octubre Taller 3: Martes 07 de noviembreHorario: de 16.00-17.30 hrs (ONLINE) Debes inscribirte en: https://forms.gle/yi6SCVDpLPuFXbad7 Toda la info Becas ANID DOCTORADO en: http://www.anid.cl/ APERTURA BASES: 28 de septiembre de 2023 FECHA DE CIERRE: 15 de noviembre de 2023","[['Estimados', 'y', 'estimadas', 'estudiantes', 'de', 'Doctorado', ',', 'La', 'Escuela', 'de', 'Postgrado', 'y', 'Educación', 'Continua', '(', 'EPEC', ')', 'ha', 'diseñado', 'tres', 'Talleres', 'ONLINE', 'de', 'apoyo', 'a', 'la', 'Postulación', 'Becas', 'ANID', 'DOCTORADO', '2024', 'con', 'Foco', 'en', 'técnicas', 'y', 'estrategias', 'discursivas', 'del', 'formulario', 'de', 'postulación', 'a', 'cargo', 'del', 'profesor', 'Dr.', 'Enrique', 'Sologuren', ',', 'las', 'fechas', 'son', ':', 'Taller', '1', ':', 'Viernes', '06', 'de', 'octubre', 'Taller', '2', ':', 'Viernes', '20', 'de', 'octubre', 'Taller', '3', ':', 'Martes', '07', 'de', 'noviembreHorario', ':', 'de', '16.00-17.30', 'hrs', '(', 'ONLINE', ')', 'Debes', 'inscribirte', 'en', ':', 'https', ':', '//forms.gle/yi6SCVDpLPuFXbad7', 'Toda', 'la', 'info', 'Becas', 'ANID', 'DOCTORADO', 'en', ':', 'http', ':', '//www.anid.cl/', 'APERTURA', 'BASES', ':', '28', 'de', 'septiembre', 'de', '2023', 'FECHA', 'DE', 'CIERRE', ':', '15', 'de', 'noviembre', 'de', '2023']]",117,"['Estimados', 'y', 'estimadas', 'estudiantes', 'de', 'Doctorado', ',', 'La', 'Escuela', 'de', 'Postgrado', 'y', 'Educación', 'Continua', '(', 'EPEC', ')', 'ha', 'diseñado', 'tres', 'Talleres', 'ONLINE', 'de', 'apoyo', 'a', 'la', 'Postulación', 'Becas', 'ANID', 'DOCTORADO', '2024', 'con', 'Foco', 'en', 'técnicas', 'y', 'estrategias', 'discursivas', 'del', 'formulario', 'de', 'postulación', 'a', 'cargo', 'del', 'profesor', 'Dr.', 'Enrique', 'Sologuren', ',', 'las', 'fechas', 'son', ':', 'Taller', '1', ':', 'Viernes', '06', 'de', 'octubre', 'Taller', '2', ':', 'Viernes', '20', 'de', 'octubre', 'Taller', '3', ':', 'Martes', '07', 'de', 'noviembreHorario', ':', 'de', '16.00-17.30', 'hrs', '(', 'ONLINE', ')', 'Debes', 'inscribirte', 'en', ':', 'https', ':', '//forms.gle/yi6SCVDpLPuFXbad7', 'Toda', 'la', 'info', 'Becas', 'ANID', 'DOCTORADO', 'en', ':', 'http', ':', '//www.anid.cl/', 'APERTURA', 'BASES', ':', '28', 'de', 'septiembre', 'de', '2023', 'FECHA', 'DE', 'CIERRE', ':', '15', 'de', 'noviembre', 'de', '2023']","['Estimados', 'y', 'estimadas', 'estudiantes', 'de', 'Doctorado', ',', 'La', 'Escuela', 'de', 'Postgrado', 'y', 'Educación', 'Continua', '(', 'EPEC', ')', 'ha', 'diseñado', 'tres', 'Talleres', 'ONLINE', 'de', 'apoyo', 'a', 'la', 'Postulación', 'Becas', 'ANID', 'DOCTORADO', '2024', 'con', 'Foco', 'en', 'técnicas', 'y', 'estrategias', 'discursivas', 'del', 'formulario', 'de', 'postulación', 'a', 'cargo', 'del', 'profesor', 'Dr.', 'Enrique', 'Sologuren', ',', 'las', 'fechas', 'son', ':', 'Taller', '1', ':', 'Viernes', '06', 'de', 'octubre', 'Taller', '2', ':', 'Viernes', '20', 'de', 'octubre', 'Taller', '3', ':', 'Martes', '07', 'de', 'noviembreHorario', ':', 'de', '16.00-17.30', 'hrs', '(', 'ONLINE', ')', 'Debes', 'inscribirte', 'en', ':', 'https', ':', '//forms.gle/yi6SCVDpLPuFXbad7', 'Toda', 'la', 'info', 'Becas', 'ANID', 'DOCTORADO', 'en', ':', 'http', ':', '//www.anid.cl/', 'APERTURA', 'BASES', ':', '28', 'de', 'septiembre', 'de', '2023', 'FECHA', 'DE', 'CIERRE', ':', '15', 'de', 'noviembre', 'de', '2023']",1.0,1.0,0.0,1.0
